ID,FINE_ART_Scholarship _19/FAL,CLASS_19/FAL,ALTCUM_GPA_19_FAL,FINE_ARTS_Scholarship _19/FAL,MAJOR_FIXED_19/FAL,RETURN_BIN_19/FAL,Role_19/FAL,SPORT_19/FAL,Sport_19/FAL,FINE_ART_Scholarship _20/SPR,CLASS_20/SPR,ALTCUM_GPA_20/SPR,FINE_ARTS_Scholarship _20/SPR,MAJOR_FIXED_20/SPR,RETURN_BIN_20/SPR,Role_20/SPR,SPORT_20/SPR,Sport_20/SPR,FINE_ART_Scholarship _20/FAL,CLASS_20/FAL,ALTCUM_GPA_20/FAL,FINE_ARTS_Scholarship _20/FAL,MAJOR_FIXED_20/FAL,RETURN_BIN_20/FAL,Role_20/FAL,SPORT_20/FAL,Sport_20/FAL,FINE_ART_Scholarship _21/SPR,CLASS_21/SPR,ALTCUM_GPA_21/SPR,FINE_ARTS_Scholarship _21/SPR,MAJOR_FIXED_21/SPR,RETURN_BIN_21/SPR,Role_21/SPR,SPORT_21/SPR,Sport_21/SPR,FINE_ART_Scholarship _21/FAL,CLASS_21/FAL,ALTCUM_GPA_21/FAL,FINE_ARTS_Scholarship _21/FAL,MAJOR_FIXED_21/FAL,RETURN_BIN_21/FAL,Role_21/FAL,SPORT_21/FAL,Sport_21/FAL,FINE_ART_Scholarship _22/SPR,CLASS_22/SPR,ALTCUM_GPA_22/SPR,FINE_ARTS_Scholarship _22/SPR,MAJOR_FIXED_22/SPR,RETURN_BIN_22/SPR,Role_22/SPR,SPORT_22/SPR,Sport_22/SPR,FINE_ART_Scholarship _22/FAL,CLASS_22/FAL,ALTCUM_GPA_22/FAL,FINE_ARTS_Scholarship _22/FAL,MAJOR_FIXED_22/FAL,RETURN_BIN_22/FAL,Role_22/FAL,SPORT_22/FAL,Sport_22/FAL,FINE_ART_Scholarship _23/SPR,CLASS_23/SPR,ALTCUM_GPA_23/SPR,FINE_ARTS_Scholarship _23/SPR,MAJOR_FIXED_23/SPR,RETURN_BIN_23/SPR,Role_23/SPR,SPORT_23/SPR,Sport_23/SPR,FINE_ART_Scholarship _23/FAL,CLASS_23/FAL,ALTCUM_GPA_23/FAL,FINE_ARTS_Scholarship _23/FAL,MAJOR_FIXED_23/FAL,RETURN_BIN_23/FAL,Role_23/FAL,SPORT_23/FAL,Sport_23/FAL,FINE_ART_Scholarship _24/SPR,CLASS_24/SPR,ALTCUM_GPA_24/SPR,FINE_ARTS_Scholarship _24/SPR,MAJOR_FIXED_24/SPR,RETURN_BIN_24/SPR,Role_24/SPR,SPORT_24/SPR,Sport_24/SPR,FINE_ART_Scholarship _24/FAL,CLASS_24/FAL,ALTCUM_GPA_24/FAL,FINE_ARTS_Scholarship _24/FAL,MAJOR_FIXED_24/FAL,RETURN_BIN_24/FAL,Role_24/FAL,SPORT_24/FAL,Sport_24/FAL,FINE_ART_Scholarship _25/SPR,CLASS_25/SPR,ALTCUM_GPA_25/SPR,FINE_ARTS_Scholarship _25/SPR,MAJOR_FIXED_25/SPR,RETURN_BIN_25/SPR,Role_25/SPR,SPORT_25/SPR,Sport_25/SPR,ETHNICITY,RACE,RACE2,RACE3,GENDER,BIRTH_DATE,START_TERM,FIRST_GEN,RETURN?,RETURN_BIN,CONDITIONAL_ADMITS,PELL,ADMIT_STATUS,STA_FED_COHORT_GROUP,STATE,GRADS,PRIMARY_MAJOR,Membrshp Start Dt,Membrshp End Dt,years_org,SPORT_COUNT,INSTATE,RETENTION_BIN,INSTATE_BIN,PERSISTANCE_SO_JR_BIN,PERSISTANCE_JR_SR_BIN,ETHNICITY_BIN,RACE_BIN,GENDER_BIN,CONDITIONAL_ADMITS_BIN,FOOTBALL_BIN,FINAL_GPA,ATHLETE_BIN
367166,,,,,,,,,,,FR,0,NO,,0,Member,AWRE,M Wrestling,,FR,3.3,NO,UND,0,Member,AWRE,M Wrestling,,FR,3.021,NO,EXSCI,0,Member,AWRE,M Wrestling,,FR,3.126,NO,EXSCI,0,Member,AWRE,M Wrestling,,SO,2.94,NO,EXSCI,0,Member,AWRE,M Wrestling,,JR,2.753,NO,EXSCI,0,Member,AWRE,M Wrestling,,JR,2.795,NO,EXSCI,0,Member,AWRE,M Wrestling,,SR,2.797,NO,EXSCI,0,Member,AWRE,M Wrestling,,SR,2.706,NO,EXSCI,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,6/4/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,EXSCI,8/1/2020,5/1/2024,3.75,1,In State,0,0,0,0,0,0,0,0,0,2.706,1
406668,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AWXC,W Cross Country,,,,,,,,,,,,,,,,,,,,FR,0,NO,LAS,1,Varsity,AWXC,W Cross Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,7/5/2000,20/SPR,NO,Left,1,NO,NO,NT,,NE,,LAS,8/1/2021,12/1/2021,0.33,1,In State,,0,,,0,0,1,0,0,0,1
392209,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,3.188,NO,CSI,0,,,,,FR,3.2,NO,CSI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,3/7/2000,20/FAL,NO,Left,1,NO,NO,FR,20-21,NE,,CSI,,,,0,In State,1,0,,,0,0,0,0,0,3.2,0
395771,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,ASOC,M Soccer,,FR,2.236,NO,EGR,0,Varsity,ASOC,M Soccer,,FR,2.432,NO,EGR,0,Varsity,ASOC,M Soccer,,SO,2.481,NO,EGR,0,Varsity,ASOC,M Soccer,,JR,2.781,NO,EGR,0,Varsity,ASOC,M Soccer,,JR,2.936,NO,EGR,0,Varsity,ASOC,M Soccer,,SR,3.048,NO,EGR,0,Varsity,ASOC,M Soccer,,SR,3.157,NO,EGR,1,Varsity,ASOC,M Soccer,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,2/3/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,EGR,8/1/2020,6/1/2024,3.84,1,In State,0,0,0,0,0,0,0,0,0,3.157,1
420773,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,2.325,NO,ENG,0,,,,,FR,2.222,NO,ENG,0,,,,,SO,2.592,NO,ENG,0,,,,,SO,2.911,NO,ENG,0,,,,,JR,3.104,NO,ENG,0,,,,,JR,3.231,NO,ENG,0,,,,,SR,3.389,NO,ENG,1,,,,,,,,,,,,,,,,,,,,,,HIS,WH,,,F,8/17/2001,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,ENG,,,,0,In State,0,0,0,0,1,0,1,0,0,3.389,0
420814,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ABSA,Baseball,,FR,1.5,NO,UND,0,Member,ABSA,Baseball,,FR,1.774,NO,UND,0,Member,ABSA,Baseball,,SO,1.911,NO,UND,0,Member,ABSA,Baseball,,SO,2.027,NO,UND,0,Member,ABSA,Baseball,,JR,2.202,NO,BUS,0,Member,ABSA,Baseball,,JR,2.485,NO,BUS,0,Member,ABSA,Baseball,,SR,2.465,NO,BUS,1,Member,ABSA,Baseball,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/26/2001,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,KS,YES,BUS,8/1/2020,5/1/2022,1.75,1,Out of State,0,1,0,0,0,0,0,0,0,2.465,1
420911,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AVOL,Volleyball,,FR,2.867,NO,EXSCI,0,Member,AVOL,Volleyball,,FR,2.515,NO,EXSCI,0,Member,AVOL,Volleyball,,SO,2.188,NO,EXSCI,0,Member,AVOL,Volleyball,,SO,2.26,NO,LAS,0,Member,AVOL,Volleyball,,JR,2.352,NO,LAS,0,Member,AVOL,Volleyball,,JR,2.42,NO,LAS,0,Member,AVOL,Volleyball,,JR,2.691,NO,LAS,0,Member,AVOL,Volleyball,,SR,2.854,NO,LAS,1,Member,AVOL,Volleyball,,,,,,,,,,NHS,AS,HP,,F,6/25/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,CO,YES,LAS,8/1/2020,1/1/2022,1.42,1,Out of State,0,1,0,0,0,1,1,0,0,2.854,1
421064,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,2.744,YES,HIS,0,,,,,FR,2.684,YES,HIS,0,,,,,SO,2.723,YES,HIS,0,,,,,SO,2.396,YES,HIS,0,,,,,SO,2.453,YES,HIS,0,,,,,SO,2.379,NO,HIS,0,,,,,JR,2.672,NO,HIS,0,,,,,JR,2.823,NO,HIS,0,,,,,SR,2.771,NO,HIS,1,,,,NHS,WH,,,M,4/12/2001,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,HIS,,,,0,In State,0,0,0,0,0,0,0,0,0,2.771,0
422403,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AMBB,M Basketball,,FR,2.325,NO,BUS,0,Member,AMBB,M Basketball,,FR,2,NO,BUS,0,Member,AMBB,M Basketball,,SO,1.973,NO,BUS,0,Member,AMBB,M Basketball,,SO,1.998,NO,BUS,0,Member,AMBB,M Basketball,,JR,1.939,NO,BUS,0,Member,AMBB,M Basketball,,JR,1.809,NO,BUS,1,Member,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,9/27/2001,20/FAL,NO,Left,1,NO,NO,FR,20-21,NE,,BUS,8/1/2020,5/1/2022,1.75,1,In State,0,0,0,1,0,0,0,0,0,1.809,1
424340,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AGOL,MGolf,,FR,3.4,NO,SPED,0,Member,AGOL,MGolf,,FR,3.58,NO,SPED,1,Member,AGOL,MGolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,6/24/2002,20/FAL,NO,Left,1,NO,YES,FR,20-21,NE,,SPED,8/1/2020,12/1/2021,1.33,1,In State,1,0,,,0,0,0,0,0,3.58,1
424670,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AMBB,M Basketball,,FR,3.114,NO,UND,0,Varsity,AMBB,M Basketball,,FR,3.096,NO,BUS,0,Varsity,AMBB,M Basketball,,SO,3.198,NO,BUS,0,Varsity,AMBB,M Basketball,,SO,3.288,NO,BUS,0,Varsity,AMBB,M Basketball,,JR,3.203,NO,BUS,0,Varsity,AMBB,M Basketball,,SR,3.164,NO,BUS,0,Varsity,AMBB,M Basketball,,SR,3.157,NO,BUS,1,Varsity,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/30/2002,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,CO,YES,BUS,8/1/2020,5/1/2024,3.75,1,Out of State,0,1,0,0,0,0,0,0,0,3.157,1
424674,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,,,,,,,,,,FR,3.32,YES,THE,0,,,,,SO,3.59,YES,ELED,0,,,,,SO,3.636,YES,THE,0,,,,,JR,3.613,YES,THE,0,,,,,JR,3.666,YES,THE,0,,,,,SR,3.644,YES,THE,1,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,12/20/2001,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,THE,,,,0,In State,0,0,0,0,0,0,1,0,0,3.644,0
425173,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,1.66,NO,UND,0,,,,,FR,2.13,NO,BUS,0,,,,,SO,2.331,NO,BUS,0,,,,,SO,2.133,NO,BUS,0,,,,,JR,2.327,NO,BUS,0,,,,,JR,2.591,NO,BUS,0,,,,,SR,2.648,NO,BUS,1,,,,,,,,,,,,,,,,,,,,,,HIS,WH,,,F,3/6/2002,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,TX,YES,BUS,,,,0,Out of State,0,1,0,0,1,0,1,0,0,2.648,0
425565,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,STSS,Spirit Squad,,FR,2.825,NO,UND,0,Member,STSS,Spirit Squad,,FR,2.692,NO,UND,0,Member,STSS,Spirit Squad,,SO,2.768,NO,UND,0,Member,STSS,Spirit Squad,,SO,2.728,NO,HSI,0,Member,STSS,Spirit Squad,,JR,2.792,NO,HSI,0,Member,STSS,Spirit Squad,,SR,2.866,NO,LAS,0,Member,STSS,Spirit Squad,,SR,3.057,NO,LAS,1,Member,STSS,Spirit Squad,,,,,,,,,,,,,,,,,,,NHS,AS,,,F,5/5/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,LAS,8/1/2020,,,1,In State,0,0,0,0,0,1,1,0,0,3.057,1
425718,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,ABSA,Baseball,,FR,2.8,NO,UND,0,Varsity,ABSA,Baseball,,FR,2.522,NO,UND,0,Varsity,ABSA,Baseball,,SO,2.639,NO,UND,1,Varsity,ABSA,Baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,WH,,,M,3/1/2002,20/FAL,NO,Left,1,NO,NO,FR,20-21,CO,,UND,8/1/2020,5/1/2022,1.75,1,Out of State,0,1,1,,1,0,0,0,0,2.639,1
425836,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,1.74,NO,PSY,0,,,,,FR,1.8,NO,PSY,0,,,,,SO,2.268,NO,PSY,0,,,,,SO,2.238,NO,PSY,0,,,,,JR,2.343,NO,PSY,0,,,,,JR,2.339,NO,PSY,0,,,,,JR,2.304,NO,PSY,0,,,,,SR,2.121,YES,PSY,1,,,,,,,,,,,,,NHS,WH,,,F,5/12/2002,20/FAL,NO,Left,1,NO,YES,FR,20-21,NE,,PSY,,,,0,In State,0,0,0,0,0,0,1,0,0,2.121,0
